,empresa,ratio_sharpe,ratio_sortino,volatilidad,rentab_anualizada,entropia_muestreo
0,aapl,1.1647597548657995,1.495794617941468,0.021601033735647198,0.39942151430926187,0.0786979530868049
1,axp,1.5926909011403536,2.408051948646746,0.02379036960365962,0.6015262280799478,0.25251815999411403
2,pg,0.8666634190312196,1.0997992890952775,0.00972299586200132,0.13377321845152879,0.5477740971723211
