,ratios,aapl,axp,pg
0,ratio_sharpe,1.1647597548657995,1.5926909011403536,0.8666634190312196
1,ratio_sortino,1.495794617941468,2.408051948646746,1.0997992890952775
2,volatilidad,0.021601033735647198,0.02379036960365962,0.00972299586200132
3,rentab_anualizada,0.39942151430926187,0.6015262280799478,0.13377321845152879
4,entropia_muestreo,0.0786979530868049,0.25251815999411403,0.5477740971723211
